id,name,text,genres,cast_names,year
112,Shrek,"Title: Shrek. Movie: Shrek. Shrek. Release year: 2001. Overview: A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",[],[],2001
113,The Accountant,"Title: The Accountant. Movie: The Accountant. The Accountant. Release year: 2016. Overview: As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise.",[],[],2016
114,Star Wars: The Last Jedi,Title: Star Wars: The Last Jedi. Movie: Star Wars: The Last Jedi. Star Wars: The Last Jedi. Release year: 2017. Overview: N/A,[],[],2017
115,Home Alone,"Title: Home Alone. Movie: Home Alone. Home Alone. Release year: 1990. Overview: An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas Eve.",[],[],1990
116,Despicable Me,"Title: Despicable Me. Movie: Despicable Me. Despicable Me. Release year: 2010. Overview: Gru, a criminal mastermind, adopts three orphans as pawns to carry out the biggest heist in history. His life takes an unexpected turn when the little girls see the evildoer as their potential father.",[],[],2010
117,The Imitation Game,"Title: The Imitation Game. Movie: The Imitation Game. The Imitation Game. Release year: 2014. Overview: During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.",[],[],2014
118,V for Vendetta,Title: V for Vendetta. Movie: V for Vendetta. V for Vendetta. Release year: 2006. Overview: A documentary about the background and making of for the movie V for Vendetta.,[],[],2006
119,Ex Machina,Title: Ex Machina. Movie: Ex Machina. Ex Machina. Release year: 2015.,[],[],2015
120,Hacksaw Ridge,"Title: Hacksaw Ridge. Movie: Hacksaw Ridge. Hacksaw Ridge. Release year: 2016. Overview: World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",[],[],2016
121,Split,"Title: Split. Movie: Split. Split. Release year: 2017. Overview: Election night in 2016 was a historic, life-changing, unforgettable event-no matter whose side you were on. Of course, it matters greatly whether you remember it with wonder, or horror. We found eight people with complementary exp...",[],[],2017
122,How to Train Your Dragon,"Title: How to Train Your Dragon. Movie: How to Train Your Dragon. How to Train Your Dragon. Release year: 2010. Overview: A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",[],[],2010
123,Alien,"Title: Alien. Movie: Alien. Alien. Release year: 1979. Overview: After investigating a mysterious transmission of unknown origin, the crew of a commercial spacecraft encounters a deadly lifeform.",[],[],1979
124,X-Men: Days of Future Past,Title: X-Men: Days of Future Past. Movie: X-Men: Days of Future Past. X-Men: Days of Future Past. Release year: 2014. Overview: The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,[],[],2014
125,Kill Bill: Vol. 1,"Title: Kill Bill: Vol. 1. Movie: Kill Bill: Vol. 1. Kill Bill: Vol. 1. Release year: 2003. Overview: After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",[],[],2003
126,The Batman,"Title: The Batman. Movie: The Batman. The Batman. Release year: 2022. Overview: When a sadistic serial killer begins murdering key political figures in Gotham, the Batman is forced to investigate the city's hidden corruption and question his family's involvement.",[],[],2022
127,Dunkirk,"Title: Dunkirk. Movie: Dunkirk. Dunkirk. Release year: 2017. Overview: Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",[],[],2017
128,Kong: Skull Island,"Title: Kong: Skull Island. Movie: Kong: Skull Island. Kong: Skull Island. Release year: 2017. Overview: After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong and must fight to escape a primal Eden.",[],[],2017
129,A Quiet Place,Title: A Quiet Place. Movie: A Quiet Place. A Quiet Place. Release year: 2018. Overview: A family struggles for survival in a world invaded by blind alien creatures with ultra-sensitive hearing.,[],[],2018
130,Top Gun: Maverick,"Title: Top Gun: Maverick. Movie: Top Gun: Maverick. Top Gun: Maverick. Release year: 2022. Overview: The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",[],[],2022
131,Aquaman,"Title: Aquaman. Movie: Aquaman. Aquaman. Release year: 2018. Overview: Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land.",[],[],2018
132,The Green Mile,Title: The Green Mile. Movie: The Green Mile. The Green Mile. Release year: 1999. Overview: A death row guard learns that a gentle giant in his charge possesses a mysterious gift.,[],[],1999
133,Oppenheimer,"Title: Oppenheimer. Movie: Oppenheimer. Oppenheimer. Release year: 2023. Overview: A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.",[],[],2023
134,Saving Private Ryan,"Title: Saving Private Ryan. Movie: Saving Private Ryan. Saving Private Ryan. Release year: 1998. Overview: Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose comrades have been killed in action.",[],[],1998
135,Catch Me If You Can,"Title: Catch Me If You Can. Movie: Catch Me If You Can. Catch Me If You Can. Release year: 2002. Overview: Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",[],[],2002
136,It,"Title: It. Movie: It. It. Release year: 2017. Overview: In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",[],[],2017
137,Die Hard,"Title: Die Hard. Movie: Die Hard. Die Hard. Release year: 1988. Overview: A New York City cop, John McClane, tries to save his estranged wife and several others taken hostage by terrorists during a Christmas Eve party at the Nakatomi Plaza Skyscraper in Los Angeles, California.",[],[],1988
138,The Secret Life of Pets,"Title: The Secret Life of Pets. Movie: The Secret Life of Pets. The Secret Life of Pets. Release year: 2016. Overview: The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",[],[],2016
139,Bohemian Rhapsody,"Title: Bohemian Rhapsody. Movie: Bohemian Rhapsody. Bohemian Rhapsody. Release year: 2018. Overview: With his impeccable vocal abilities, Freddie Mercury and his rock band, Queen, achieve superstardom. However, amidst his skyrocketing success, he grapples with his ego, sexuality and a fatal illness.",[],[],2018
140,The Hobbit: The Desolation of Smaug,"Title: The Hobbit: The Desolation of Smaug. Movie: The Hobbit: The Desolation of Smaug. The Hobbit: The Desolation of Smaug. Release year: 2013. Overview: The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim the Lonely Mountain, their homeland, from the dragon Smaug.",[],[],2013
141,Memento,Title: Memento. Movie: Memento. Memento. Release year: 2000. Overview: A former insurance investigator who now suffers from anterograde amnesia uses notes and tattoos to hunt down his wife's murderer.,[],[],2000
142,Star Wars: Episode I - The Phantom Menace,"Title: Star Wars: Episode I - The Phantom Menace. Movie: Star Wars: Episode I - The Phantom Menace. Star Wars: Episode I - The Phantom Menace. Release year: 1999. Overview: Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long-dormant Sith resurface to claim their former glory.",[],[],1999
143,Ant-Man and the Wasp,"Title: Ant-Man and the Wasp. Movie: Ant-Man and the Wasp. Ant-Man and the Wasp. Release year: 2018. Overview: As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.",[],[],2018
144,World War Z,Title: World War Z. Movie: World War Z. World War Z. Release year: 2013. Overview: Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.,[],[],2013
145,Finding Dory,Title: Finding Dory. Movie: Finding Dory. Finding Dory. Release year: 2016. Overview: Friendly but forgetful blue tang Dory begins a search for her long-lost parents and everyone learns a few things about the real meaning of family along the way.,[],[],2016
146,Man of Steel,Title: Man of Steel. Movie: Man of Steel. Man of Steel. Release year: 2013. Overview: An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.,[],[],2013
147,Toy Story 3,"Title: Toy Story 3. Movie: Toy Story 3. Toy Story 3. Release year: 2010. Overview: The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",[],[],2010
148,Whiplash,Title: Whiplash. Movie: Whiplash. Whiplash. Release year: 2014. Overview: A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,[],[],2014
149,Spider-Man,"Title: Spider-Man. Movie: Spider-Man. Spider-Man. Release year: 2002. Overview: After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.",[],[],2002
150,Gravity,"Title: Gravity. Movie: Gravity. Gravity. Release year: 2013. Overview: Dr Ryan Stone, an engineer on her first space mission, and Matt Kowalski, an astronaut on his final expedition, have to survive in space after they are hit by debris while spacewalking.",[],[],2013
151,Dune: Part Two,"Title: Dune: Part Two. Movie: Dune: Part Two. Dune: Part Two. Release year: 2024. Overview: Paul Atreides unites with the Fremen while on a warpath of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the universe, he endeavors to prevent a terrible fu...",[],[],2024
